time,DVESystem.client[114].dveResponse:vector
5.489917480616,0.957001
7.078646087655,0.54573
8.673105454865,0.140189
11.257704815762,0.724789
13.018419136197,0.485503
16.877565874076,0.34465
19.096510611306,0.563595
21.046268070514,0.513352
22.819865720875,0.28695
25.445919087084,0.913003
27.158582791155,0.625667
28.775491503806,0.242575
31.298700704203,0.765785
33.116140016012,0.583224
34.863689190952,0.330773
36.972246079963,0.43933
38.832543384264,0.299627
40.787273832119,0.254358
42.781040117376,0.248124
44.831460677332,0.298545
47.090246504243,0.55733
49.071473799532,0.538558
50.950123207851,0.417207
54.009923945342,1.47701
57.161359374754,0.628443
58.846746475968,0.31383
60.927547351428,0.394631
63.024535210525,0.491619
64.962706938961,0.429791
71.042367651687,0.509452
73.190266923273,0.657351
74.824432686213,0.291517
76.701700080948,0.168784
79.379329361504,0.846413
80.943708401059,0.410792
82.96323900613,0.430323
86.890822361701,0.357906
88.996515334688,0.463599
91.062811174752,0.529895
93.16415545774,0.631239
95.292684361227,0.759768
98.93074026469,0.397824
101.180188460354,0.647272
102.976032463776,0.443116
105.247808612181,0.714893
106.989376694361,0.456461
108.734287626617,0.201372
110.775171437264,0.242255
112.881756442174,0.34884
114.962613628523,0.429698
117.297099365362,0.764183
118.854493664009,0.321578
120.781508527619,0.248593
123.64262105855,1.10971
125.167815950684,0.6349
126.864337764978,0.331422
128.935228949369,0.402313
133.453115300622,0.920199
137.216017248072,0.683101
139.019675829699,0.48676
141.346226019646,0.81331
143.122971931002,0.590056
144.736851955473,0.203936
147.511426729546,0.978511
148.866543682314,0.333628
151.162554824102,0.629639
153.080178731498,0.547263
155.193861628223,0.660946
158.990759190351,0.457843
160.897875088715,0.364959
165.090511951138,0.557596
166.796564733595,0.263649
168.796395133124,0.263479
171.286467950683,0.753552
173.461927855281,0.929012
175.019912719897,0.486997
176.766267849146,0.233352
179.274133859426,0.741218
180.792450698221,0.259535
183.100186900212,0.567271
185.11066095662,0.577745
188.702214346322,0.169298
190.833947060837,0.301031
192.804833877681,0.271918
195.253649489823,0.720733
196.901357971595,0.368442
199.009935637803,0.47702
200.84294325355,0.310027
203.031668813591,0.498753
